StackedEnsemble_BestOfFamily_1_AutoML_1_20260315_105018_x4,StackedEnsemble_BestOfFamily_1_AutoML_1_20260315_105018_mean_response,StackedEnsemble_BestOfFamily_1_AutoML_1_20260315_105018_stddev_response,StackedEnsemble_BestOfFamily_1_AutoML_1_20260315_105018_std_error_mean_response,DeepLearning_grid_1_AutoML_1_20260315_105018_model_1_x4,DeepLearning_grid_1_AutoML_1_20260315_105018_model_1_mean_response,DeepLearning_grid_1_AutoML_1_20260315_105018_model_1_stddev_response,DeepLearning_grid_1_AutoML_1_20260315_105018_model_1_std_error_mean_response,StackedEnsemble_AllModels_1_AutoML_1_20260315_105018_x4,StackedEnsemble_AllModels_1_AutoML_1_20260315_105018_mean_response,StackedEnsemble_AllModels_1_AutoML_1_20260315_105018_stddev_response,StackedEnsemble_AllModels_1_AutoML_1_20260315_105018_std_error_mean_response,XGBoost_grid_1_AutoML_1_20260315_105018_model_1_x4,XGBoost_grid_1_AutoML_1_20260315_105018_model_1_mean_response,XGBoost_grid_1_AutoML_1_20260315_105018_model_1_stddev_response,XGBoost_grid_1_AutoML_1_20260315_105018_model_1_std_error_mean_response,DeepLearning_grid_2_AutoML_1_20260315_105018_model_1_x4,DeepLearning_grid_2_AutoML_1_20260315_105018_model_1_mean_response,DeepLearning_grid_2_AutoML_1_20260315_105018_model_1_stddev_response,DeepLearning_grid_2_AutoML_1_20260315_105018_model_1_std_error_mean_response,GBM_1_AutoML_1_20260315_105018_x4,GBM_1_AutoML_1_20260315_105018_mean_response,GBM_1_AutoML_1_20260315_105018_stddev_response,GBM_1_AutoML_1_20260315_105018_std_error_mean_response,GBM_grid_1_AutoML_1_20260315_105018_model_2_x4,GBM_grid_1_AutoML_1_20260315_105018_model_2_mean_response,GBM_grid_1_AutoML_1_20260315_105018_model_2_stddev_response,GBM_grid_1_AutoML_1_20260315_105018_model_2_std_error_mean_response,GBM_2_AutoML_1_20260315_105018_x4,GBM_2_AutoML_1_20260315_105018_mean_response,GBM_2_AutoML_1_20260315_105018_stddev_response,GBM_2_AutoML_1_20260315_105018_std_error_mean_response,GBM_5_AutoML_1_20260315_105018_x4,GBM_5_AutoML_1_20260315_105018_mean_response,GBM_5_AutoML_1_20260315_105018_stddev_response,GBM_5_AutoML_1_20260315_105018_std_error_mean_response,DeepLearning_1_AutoML_1_20260315_105018_x4,DeepLearning_1_AutoML_1_20260315_105018_mean_response,DeepLearning_1_AutoML_1_20260315_105018_stddev_response,DeepLearning_1_AutoML_1_20260315_105018_std_error_mean_response,GBM_3_AutoML_1_20260315_105018_x4,GBM_3_AutoML_1_20260315_105018_mean_response,GBM_3_AutoML_1_20260315_105018_stddev_response,GBM_3_AutoML_1_20260315_105018_std_error_mean_response,XGBoost_3_AutoML_1_20260315_105018_x4,XGBoost_3_AutoML_1_20260315_105018_mean_response,XGBoost_3_AutoML_1_20260315_105018_stddev_response,XGBoost_3_AutoML_1_20260315_105018_std_error_mean_response,GBM_4_AutoML_1_20260315_105018_x4,GBM_4_AutoML_1_20260315_105018_mean_response,GBM_4_AutoML_1_20260315_105018_stddev_response,GBM_4_AutoML_1_20260315_105018_std_error_mean_response,DeepLearning_grid_3_AutoML_1_20260315_105018_model_1_x4,DeepLearning_grid_3_AutoML_1_20260315_105018_model_1_mean_response,DeepLearning_grid_3_AutoML_1_20260315_105018_model_1_stddev_response,DeepLearning_grid_3_AutoML_1_20260315_105018_model_1_std_error_mean_response,XRT_1_AutoML_1_20260315_105018_x4,XRT_1_AutoML_1_20260315_105018_mean_response,XRT_1_AutoML_1_20260315_105018_stddev_response,XRT_1_AutoML_1_20260315_105018_std_error_mean_response,GBM_grid_1_AutoML_1_20260315_105018_model_1_x4,GBM_grid_1_AutoML_1_20260315_105018_model_1_mean_response,GBM_grid_1_AutoML_1_20260315_105018_model_1_stddev_response,GBM_grid_1_AutoML_1_20260315_105018_model_1_std_error_mean_response,DRF_1_AutoML_1_20260315_105018_x4,DRF_1_AutoML_1_20260315_105018_mean_response,DRF_1_AutoML_1_20260315_105018_stddev_response,DRF_1_AutoML_1_20260315_105018_std_error_mean_response,XGBoost_grid_1_AutoML_1_20260315_105018_model_3_x4,XGBoost_grid_1_AutoML_1_20260315_105018_model_3_mean_response,XGBoost_grid_1_AutoML_1_20260315_105018_model_3_stddev_response,XGBoost_grid_1_AutoML_1_20260315_105018_model_3_std_error_mean_response,XGBoost_grid_1_AutoML_1_20260315_105018_model_2_x4,XGBoost_grid_1_AutoML_1_20260315_105018_model_2_mean_response,XGBoost_grid_1_AutoML_1_20260315_105018_model_2_stddev_response,XGBoost_grid_1_AutoML_1_20260315_105018_model_2_std_error_mean_response,XGBoost_2_AutoML_1_20260315_105018_x4,XGBoost_2_AutoML_1_20260315_105018_mean_response,XGBoost_2_AutoML_1_20260315_105018_stddev_response,XGBoost_2_AutoML_1_20260315_105018_std_error_mean_response,GLM_1_AutoML_1_20260315_105018_x4,GLM_1_AutoML_1_20260315_105018_mean_response,GLM_1_AutoML_1_20260315_105018_stddev_response,GLM_1_AutoML_1_20260315_105018_std_error_mean_response,XGBoost_1_AutoML_1_20260315_105018_x4,XGBoost_1_AutoML_1_20260315_105018_mean_response,XGBoost_1_AutoML_1_20260315_105018_stddev_response,XGBoost_1_AutoML_1_20260315_105018_std_error_mean_response
-1.9999258227895416,-0.28522765959832075,3.0085723358649616,0.030085723358649615,-1.9999258227895416,-0.14956933990174465,2.7858358248772337,0.027858358248772336,-1.9999258227895416,-0.27104722352610594,2.9529520384261962,0.029529520384261963,-1.9999258227895416,-0.09124856306212024,2.936232906269127,0.02936232906269127,-1.9999258227895416,0.09120617271174465,2.329487862127105,0.02329487862127105,-1.9999258227895416,-0.10387162141876032,2.815362206515893,0.028153622065158933,-1.9999258227895416,-0.09894964418618112,2.8243571802489598,0.028243571802489598,-1.9999258227895416,-0.05072541563553968,3.0190662906498784,0.030190662906498786,-1.9999258227895416,-0.11463990520369116,2.961676323278731,0.02961676323278731,-1.9999258227895416,-0.730335761153888,2.547916802284342,0.025479168022843418,-1.9999258227895416,-0.009986365821810598,2.935777666274437,0.02935777666274437,-1.9999258227895416,0.17343983558965845,3.281005822712202,0.03281005822712202,-1.9999258227895416,0.06706456378987566,2.9678257011540294,0.029678257011540296,-1.9999258227895416,0.7180223928837537,1.5648402801338828,0.015648402801338827,-1.9999258227895416,0.17788637595084233,2.519688699997696,0.02519688699997696,-1.9999258227895416,0.09406138915271292,2.3565448608321895,0.023565448608321896,-1.9999258227895416,0.1441471479428271,2.6104179371363885,0.026104179371363886,-1.9999258227895416,0.05272596599897365,2.5355566894250763,0.025355566894250763,-1.9999258227895416,-0.08114528745468706,3.3723755639188866,0.03372375563918886,-1.9999258227895416,0.12946081917933183,3.2777672051886517,0.03277767205188652,-1.9999258227895416,-0.025719433912007997,2.2559422251936767,0.022559422251936766,-1.9999258227895416,0.36039339161198586,3.354622527866353,0.03354622527866353
-1.9595236649123424,-0.2471197630161776,2.999986259809232,0.02999986259809232,-1.9595236649123424,-0.0889600221669937,2.7723993461207206,0.027723993461207207,-1.9595236649123424,-0.2355784086868176,2.9396707279756322,0.029396707279756323,-1.9595236649123424,-0.09124856306212024,2.936232906269127,0.02936232906269127,-1.9595236649123424,0.13302434582994083,2.31857769982335,0.023185776998233498,-1.9595236649123424,-0.10387162141876032,2.815362206515893,0.028153622065158933,-1.9595236649123424,-0.09894964418618112,2.8243571802489598,0.028243571802489598,-1.9595236649123424,0.04247570347891891,2.980748124138109,0.02980748124138109,-1.9595236649123424,0.0023167729460299427,2.9316765446410584,0.029316765446410584,-1.9595236649123424,-0.6811730083159396,2.5540506974710158,0.025540506974710157,-1.9595236649123424,-0.02854536050744791,2.831857296796092,0.02831857296796092,-1.9595236649123424,-0.2511395944471472,3.1219428148826576,0.031219428148826577,-1.9595236649123424,0.016886796769504882,2.9244399576647386,0.029244399576647387,-1.9595236649123424,0.7453522002842872,1.561561986811657,0.01561561986811657,-1.9595236649123424,0.12405214453384536,2.46816626599741,0.0246816626599741,-1.9595236649123424,0.09406138915271292,2.3565448608321895,0.023565448608321896,-1.9595236649123424,0.11817234400128414,2.6004403956353808,0.026004403956353807,-1.9595236649123424,0.00692933720864821,2.775575740425438,0.027755757404254382,-1.9595236649123424,-0.07482074882497546,3.3566429979115577,0.033566429979115575,-1.9595236649123424,0.18751560980360954,3.2618979478865615,0.03261897947886561,-1.9595236649123424,0.007156971912705733,2.2559422251936767,0.022559422251936766,-1.9595236649123424,-0.054843291185097766,3.3639727996910374,0.033639727996910375
-1.9191215070351433,-0.13795196197026666,2.992831903535444,0.02992831903535444,-1.9191215070351433,-0.029550750271974062,2.7583759151931266,0.027583759151931266,-1.9191215070351433,-0.14948235278688263,2.912634647874753,0.029126346478747532,-1.9191215070351433,0.04449574688244612,2.9170821559350792,0.02917082155935079,-1.9191215070351433,0.17428161739646494,2.3071815331933867,0.02307181533193387,-1.9191215070351433,0.09428058543339864,2.847452472880233,0.02847452472880233,-1.9191215070351433,0.02862871160020948,2.842220105769141,0.028422201057691412,-1.9191215070351433,0.12832361703735656,2.9377663353049455,0.029377663353049456,-1.9191215070351433,0.03138305926319586,2.88612814813823,0.028861281481382298,-1.9191215070351433,-0.6323282506897107,2.560081840669853,0.02560081840669853,-1.9191215070351433,-0.030013900465883512,2.799294391150154,0.027992943911501544,-1.9191215070351433,0.04710081324810161,3.0289434006400735,0.030289434006400735,-1.9191215070351433,0.16726619080293964,2.850570416929676,0.02850570416929676,-1.9191215070351433,0.7723456814823676,1.5579597529942228,0.015579597529942228,-1.9191215070351433,0.13812414423949176,2.4316061127693196,0.024316061127693196,-1.9191215070351433,0.09406138915271292,2.3565448608321895,0.023565448608321896,-1.9191215070351433,0.11825808195884206,2.5474619012091457,0.025474619012091457,-1.9191215070351433,0.05989690761542877,2.8102026060616034,0.028102026060616035,-1.9191215070351433,0.20252383240067864,3.263136507784121,0.03263136507784121,-1.9191215070351433,0.06437736850371588,2.9801214214538216,0.029801214214538217,-1.9191215070351433,0.04003337773741928,2.2559422251936767,0.022559422251936766,-1.9191215070351433,0.3751022243512446,3.2786423073385236,0.03278642307338524
-1.8787193491579441,-0.10141952983871613,2.9834373454531877,0.029834373454531878,-1.8787193491579441,0.028552844659106746,2.7437884022352197,0.027437884022352196,-1.8787193491579441,-0.11460990391283428,2.9062702257143753,0.029062702257143753,-1.8787193491579441,0.04449574688244612,2.9170821559350792,0.02917082155935079,-1.8787193491579441,0.2148566845666488,2.295296079406592,0.02295296079406592,-1.8787193491579441,0.09428058543339864,2.847452472880233,0.02847452472880233,-1.8787193491579441,0.1050663082118881,2.860694971895732,0.02860694971895732,-1.8787193491579441,0.050123364921350694,2.950354839681974,0.02950354839681974,-1.8787193491579441,0.07061967774849762,2.8531768576868175,0.028531768576868174,-1.8787193491579441,-0.5839002104832787,2.566065906920337,0.02566065906920337,-1.8787193491579441,0.027468891259755764,2.7810905085821975,0.027810905085821975,-1.8787193491579441,0.002654101589694625,3.070917374540397,0.03070917374540397,-1.8787193491579441,0.15689116521801844,2.8570990748771585,0.028570990748771584,-1.8787193491579441,0.7990054458522529,1.5540631102471667,0.015540631102471667,-1.8787193491579441,0.16468517460575513,2.4057498943788005,0.024057498943788006,-1.8787193491579441,0.16119962147922046,2.310270638402413,0.023102706384024133,-1.8787193491579441,0.15538622541428185,2.5342282126873927,0.02534228212687393,-1.8787193491579441,0.14874739779750817,2.8207942641037436,0.028207942641037435,-1.8787193491579441,0.18226930433150848,3.167465008602701,0.03167465008602701,-1.8787193491579441,0.1918305761209223,2.9762341804599814,0.029762341804599815,-1.8787193491579441,0.07290978356213301,2.2559422251936767,0.022559422251936766,-1.8787193491579441,0.10619180886118552,3.173466153969392,0.03173466153969392
-1.8383171912807448,-0.06922383667117629,2.9730675729120932,0.029730675729120932,-1.8383171912807448,0.08524213761436754,2.72880606894822,0.0272880606894822,-1.8383171912807448,-0.0937096843976208,2.9023233922526632,0.029023233922526634,-1.8383171912807448,0.04449574688244612,2.9170821559350792,0.02917082155935079,-1.8383171912807448,0.25474178536395636,2.2829555138544646,0.022829555138544646,-1.8383171912807448,0.07461364900627672,2.843012895771747,0.02843012895771747,-1.8383171912807448,0.11786399284818105,2.8615573003108086,0.028615573003108085,-1.8383171912807448,0.05207304754382052,2.925747060316399,0.029257470603163988,-1.8383171912807448,0.025272176694044895,2.8184828034347555,0.028184828034347555,-1.8383171912807448,-0.5358436173754801,2.5719790004472256,0.025719790004472255,-1.8383171912807448,0.04242922649645044,2.7596698984400003,0.027596698984400002,-1.8383171912807448,-0.1584250311884098,3.083103913796308,0.03083103913796308,-1.8383171912807448,0.025965634024963203,2.7771844597321973,0.027771844597321974,-1.8383171912807448,0.8252230327325666,1.5498796633529532,0.015498796633529533,-1.8383171912807448,0.14567715935653133,2.3871128849905587,0.02387112884990559,-1.8383171912807448,0.13822344076224394,2.295090055370873,0.022950900553708728,-1.8383171912807448,0.18698726158716442,2.4914190919587136,0.024914190919587135,-1.8383171912807448,0.06963207137496213,2.847560511244382,0.02847560511244382,-1.8383171912807448,-0.0941914645595011,3.172142436887249,0.03172142436887249,-1.8383171912807448,-0.027257882127584867,3.112472285546107,0.03112472285546107,-1.8383171912807448,0.10578618938684672,2.2559422251936767,0.022559422251936766,-1.8383171912807448,0.042671869029261844,3.161221859185885,0.03161221859185885
-1.7979150334035456,-0.05696443650338799,2.9592341050208693,0.029592341050208693,-1.7979150334035456,0.14052964893716413,2.713415667703939,0.027134156677039393,-1.7979150334035456,-0.06311203737791128,2.8897519408090027,0.028897519408090027,-1.7979150334035456,0.04449574688244612,2.9170821559350792,0.02917082155935079,-1.7979150334035456,0.2939509604456352,2.2701882856243634,0.022701882856243635,-1.7979150334035456,-0.05375579185737736,2.819279655507483,0.02819279655507483,-1.7979150334035456,-0.0018190371866476226,2.8414118801502473,0.028414118801502474,-1.7979150334035456,0.02564988323139552,2.891111959898103,0.02891111959898103,-1.7979150334035456,0.10105189910455521,2.8202977376940805,0.028202977376940806,-1.7979150334035456,-0.48816883758905066,2.577830756834294,0.02577830756834294,-1.7979150334035456,0.05146863652578869,2.7608608482788495,0.027608608482788496,-1.7979150334035456,-0.1011465354694985,3.0340382491530558,0.03034038249153056,-1.7979150334035456,0.19270162204361327,2.765946399134004,0.02765946399134004,-1.7979150334035456,0.8509730985995924,1.545363474017076,0.01545363474017076,-1.7979150334035456,0.16815662995461553,2.372892565625393,0.02372892565625393,-1.7979150334035456,0.13822344076224394,2.295090055370873,0.022950900553708728,-1.7979150334035456,0.20599755002146827,2.4928174093182704,0.024928174093182705,-1.7979150334035456,0.013895517872157499,2.8452320790662275,0.028452320790662275,-1.7979150334035456,-0.14403208333400544,3.1563820887384995,0.03156382088738499,-1.7979150334035456,0.0246377785266843,3.1479894443104954,0.03147989444310496,-1.7979150334035456,0.1386625952115605,2.2559422251936767,0.022559422251936766,-1.7979150334035456,0.1971967483691958,3.2358093399241272,0.03235809339924127
-1.7575128755263465,-0.030501393613896168,2.953115715728246,0.02953115715728246,-1.7575128755263465,0.19432213026771933,2.6976775476231505,0.026976775476231504,-1.7575128755263465,-0.03665633076660091,2.8851993734670343,0.02885199373467034,-1.7575128755263465,0.04449574688244612,2.9170821559350792,0.02917082155935079,-1.7575128755263465,0.332476858678783,2.257054254177146,0.02257054254177146,-1.7575128755263465,-0.09573543584282013,2.845541808786244,0.02845541808786244,-1.7575128755263465,-0.02343055453441557,2.847421120541509,0.02847421120541509,-1.7575128755263465,0.02244375699261726,2.8883026838610926,0.028883026838610926,-1.7575128755263465,0.11410107415540992,2.8054797541815755,0.028054797541815755,-1.7575128755263465,-0.4409461809954488,2.583624754551648,0.025836247545516482,-1.7575128755263465,0.058802483770058804,2.770366969340231,0.027703669693402308,-1.7575128755263465,-0.03371863431390373,2.9710570978714985,0.029710570978714986,-1.7575128755263465,0.0025105680651198894,2.7402799551789556,0.027402799551789557,-1.7575128755263465,0.8762208007104652,1.5406030532721133,0.015406030532721134,-1.7575128755263465,0.19813519851692127,2.401176199413954,0.02401176199413954,-1.7575128755263465,0.13822344076224394,2.295090055370873,0.022950900553708728,-1.7575128755263465,0.22943350067948096,2.5146549638755262,0.02514654963875526,-1.7575128755263465,0.019379246608191136,2.8376990103835174,0.028376990103835174,-1.7575128755263465,-0.216437340347399,3.1546131884650412,0.031546131884650414,-1.7575128755263465,-0.18692603484438733,3.228193728475826,0.03228193728475826,-1.7575128755263465,0.17153900103627398,2.2559422251936767,0.022559422251936766,-1.7575128755263465,-0.14210339785953985,3.1382185100005198,0.0313821851000052
-1.7171107176491474,0.08217834088512811,2.9114637659243545,0.029114637659243544,-1.7171107176491474,0.24658257974674724,2.681674617805189,0.026816746178051888,-1.7171107176491474,0.06933617641264955,2.850084475250882,0.02850084475250882,-1.7171107176491474,0.18828565780248033,2.8034591516489695,0.028034591516489696,-1.7171107176491474,0.37027409062959116,2.2436074892890936,0.022436074892890935,-1.7171107176491474,0.13555544434590994,2.8316575124354304,0.028316575124354305,-1.7171107176491474,0.2073341461726327,2.8808910493252022,0.028808910493252023,-1.7171107176491474,0.18003854964931093,2.849421460362429,0.02849421460362429,-1.7171107176491474,0.13256583836133504,2.815380919182573,0.02815380919182573,-1.7171107176491474,-0.3940449636458575,2.5893292097704617,0.025893292097704617,-1.7171107176491474,0.19164472914051117,2.759964448920519,0.02759964448920519,-1.7171107176491474,0.16694595418805258,2.9118176184036018,0.029118176184036018,-1.7171107176491474,0.16346494585444674,2.7147488581629737,0.02714748858162974,-1.7171107176491474,0.9009137333036559,1.5355914928731482,0.015355914928731482,-1.7171107176491474,0.23492862308289464,2.392823271373065,0.023928232713730648,-1.7171107176491474,0.19454227366350382,2.268485466827922,0.02268485466827922,-1.7171107176491474,0.28709371691415925,2.532612201569797,0.02532612201569797,-1.7171107176491474,0.19603869739475194,2.8978342944297646,0.028978342944297644,-1.7171107176491474,0.4217450885668629,3.2631132018474474,0.03263113201847447,-1.7171107176491474,0.08557843653135938,3.153538231387984,0.03153538231387984,-1.7171107176491474,0.20441540686098772,2.2559422251936767,0.022559422251936766,-1.7171107176491474,0.2615957103861147,3.191271734657694,0.03191271734657694
-1.6767085597719482,0.11332036694742639,2.906069781800104,0.02906069781800104,-1.6767085597719482,0.29739131694349924,2.6655297247075835,0.026655297247075837,-1.6767085597719482,0.1012077676949281,2.840261883905674,0.02840261883905674,-1.6767085597719482,0.18828565780248033,2.8034591516489695,0.028034591516489696,-1.6767085597719482,0.40727369149361914,2.2298961896223446,0.022298961896223445,-1.6767085597719482,0.1309700707728116,2.8587509037330747,0.028587509037330747,-1.6767085597719482,0.2073341461726327,2.8808910493252022,0.028808910493252023,-1.6767085597719482,0.24585356245279835,2.8142222738150076,0.028142222738150077,-1.6767085597719482,0.21324523317011926,2.7574174003228697,0.0275741740032287,-1.6767085597719482,-0.3474944854719094,2.594881628645239,0.02594881628645239,-1.6767085597719482,0.2362687086823567,2.725906281804809,0.027259062818048088,-1.6767085597719482,0.2437267198027111,2.9476755212949217,0.029476755212949218,-1.6767085597719482,0.2968450216666934,2.7454588541484983,0.027454588541484984,-1.6767085597719482,0.9250449501166029,1.5303846504381582,0.015303846504381581,-1.6767085597719482,0.2377862954553954,2.3798699064660744,0.023798699064660745,-1.6767085597719482,0.24701184948008303,2.2905247814712384,0.022905247814712384,-1.6767085597719482,0.31198006540718554,2.55059321827299,0.0255059321827299,-1.6767085597719482,0.19969965993864455,2.8865448841840062,0.02886544884184006,-1.6767085597719482,0.016823779840720834,3.2810228554058734,0.03281022855405873,-1.6767085597719482,-0.012037751619843771,3.1126056233156962,0.03112605623315696,-1.6767085597719482,0.23729181268570118,2.2559422251936767,0.022559422251936766,-1.6767085597719482,-0.0667951006916352,3.1768653050906592,0.03176865305090659
-1.6363064018947489,0.17856099793082575,2.901947902928159,0.029019479029281592,-1.6363064018947489,0.3467558542462204,2.649333846328735,0.02649333846328735,-1.6363064018947489,0.149377052756791,2.8256648393454222,0.028256648393454223,-1.6363064018947489,0.22299061378153273,2.782017642091958,0.02782017642091958,-1.6363064018947489,0.4434566885068164,2.21610935035827,0.0221610935035827,-1.6363064018947489,0.2720069366183436,2.9234501594330013,0.029234501594330012,-1.6363064018947489,0.27278533088805634,2.8723718005575396,0.028723718005575397,-1.6363064018947489,0.28810986172076375,2.790225875004202,0.02790225875004202,-1.6363064018947489,0.23830672096366898,2.7985541461585055,0.027985541461585054,-1.6363064018947489,-0.3013206781835203,2.60028560668035,0.026002856066803498,-1.6363064018947489,0.2718948366902009,2.780045917073802,0.02780045917073802,-1.6363064018947489,0.25687297923276203,2.9635467888548117,0.029635467888548116,-1.6363064018947489,0.3454377963763568,2.8166065874408606,0.028166065874408605,-1.6363064018947489,0.9485366609732598,1.5250254376659051,0.01525025437665905,-1.6363064018947489,0.2819633450443655,2.418081351623315,0.02418081351623315,-1.6363064018947489,0.2718190693702155,2.3071589136393693,0.02307158913639369,-1.6363064018947489,0.34212147658178155,2.566264166651037,0.025662641666510368,-1.6363064018947489,0.23149977118819956,2.9223588748564224,0.029223588748564223,-1.6363064018947489,0.10803590230217673,3.325436983302562,0.03325436983302562,-1.6363064018947489,-0.031014283517608383,3.0352467832588745,0.030352467832588746,-1.6363064018947489,0.2701682185104152,2.2559422251936767,0.022559422251936766,-1.6363064018947489,0.23616663006497546,3.2500325897700524,0.03250032589770052
