GBM_5_AutoML_1_20260314_220859_x4,GBM_5_AutoML_1_20260314_220859_mean_response,GBM_5_AutoML_1_20260314_220859_stddev_response,GBM_5_AutoML_1_20260314_220859_std_error_mean_response,GBM_1_AutoML_1_20260314_220859_x4,GBM_1_AutoML_1_20260314_220859_mean_response,GBM_1_AutoML_1_20260314_220859_stddev_response,GBM_1_AutoML_1_20260314_220859_std_error_mean_response,DeepLearning_grid_1_AutoML_1_20260314_220859_model_1_x4,DeepLearning_grid_1_AutoML_1_20260314_220859_model_1_mean_response,DeepLearning_grid_1_AutoML_1_20260314_220859_model_1_stddev_response,DeepLearning_grid_1_AutoML_1_20260314_220859_model_1_std_error_mean_response,GBM_2_AutoML_1_20260314_220859_x4,GBM_2_AutoML_1_20260314_220859_mean_response,GBM_2_AutoML_1_20260314_220859_stddev_response,GBM_2_AutoML_1_20260314_220859_std_error_mean_response,GBM_grid_1_AutoML_1_20260314_220859_model_2_x4,GBM_grid_1_AutoML_1_20260314_220859_model_2_mean_response,GBM_grid_1_AutoML_1_20260314_220859_model_2_stddev_response,GBM_grid_1_AutoML_1_20260314_220859_model_2_std_error_mean_response,XGBoost_grid_1_AutoML_1_20260314_220859_model_1_x4,XGBoost_grid_1_AutoML_1_20260314_220859_model_1_mean_response,XGBoost_grid_1_AutoML_1_20260314_220859_model_1_stddev_response,XGBoost_grid_1_AutoML_1_20260314_220859_model_1_std_error_mean_response,DeepLearning_1_AutoML_1_20260314_220859_x4,DeepLearning_1_AutoML_1_20260314_220859_mean_response,DeepLearning_1_AutoML_1_20260314_220859_stddev_response,DeepLearning_1_AutoML_1_20260314_220859_std_error_mean_response,GBM_grid_1_AutoML_1_20260314_220859_model_1_x4,GBM_grid_1_AutoML_1_20260314_220859_model_1_mean_response,GBM_grid_1_AutoML_1_20260314_220859_model_1_stddev_response,GBM_grid_1_AutoML_1_20260314_220859_model_1_std_error_mean_response,XGBoost_3_AutoML_1_20260314_220859_x4,XGBoost_3_AutoML_1_20260314_220859_mean_response,XGBoost_3_AutoML_1_20260314_220859_stddev_response,XGBoost_3_AutoML_1_20260314_220859_std_error_mean_response,GBM_3_AutoML_1_20260314_220859_x4,GBM_3_AutoML_1_20260314_220859_mean_response,GBM_3_AutoML_1_20260314_220859_stddev_response,GBM_3_AutoML_1_20260314_220859_std_error_mean_response,DRF_1_AutoML_1_20260314_220859_x4,DRF_1_AutoML_1_20260314_220859_mean_response,DRF_1_AutoML_1_20260314_220859_stddev_response,DRF_1_AutoML_1_20260314_220859_std_error_mean_response,GBM_4_AutoML_1_20260314_220859_x4,GBM_4_AutoML_1_20260314_220859_mean_response,GBM_4_AutoML_1_20260314_220859_stddev_response,GBM_4_AutoML_1_20260314_220859_std_error_mean_response,XGBoost_grid_1_AutoML_1_20260314_220859_model_3_x4,XGBoost_grid_1_AutoML_1_20260314_220859_model_3_mean_response,XGBoost_grid_1_AutoML_1_20260314_220859_model_3_stddev_response,XGBoost_grid_1_AutoML_1_20260314_220859_model_3_std_error_mean_response,XGBoost_grid_1_AutoML_1_20260314_220859_model_2_x4,XGBoost_grid_1_AutoML_1_20260314_220859_model_2_mean_response,XGBoost_grid_1_AutoML_1_20260314_220859_model_2_stddev_response,XGBoost_grid_1_AutoML_1_20260314_220859_model_2_std_error_mean_response,XGBoost_2_AutoML_1_20260314_220859_x4,XGBoost_2_AutoML_1_20260314_220859_mean_response,XGBoost_2_AutoML_1_20260314_220859_stddev_response,XGBoost_2_AutoML_1_20260314_220859_std_error_mean_response,XRT_1_AutoML_1_20260314_220859_x4,XRT_1_AutoML_1_20260314_220859_mean_response,XRT_1_AutoML_1_20260314_220859_stddev_response,XRT_1_AutoML_1_20260314_220859_std_error_mean_response,XGBoost_1_AutoML_1_20260314_220859_x4,XGBoost_1_AutoML_1_20260314_220859_mean_response,XGBoost_1_AutoML_1_20260314_220859_stddev_response,XGBoost_1_AutoML_1_20260314_220859_std_error_mean_response,GLM_1_AutoML_1_20260314_220859_x4,GLM_1_AutoML_1_20260314_220859_mean_response,GLM_1_AutoML_1_20260314_220859_stddev_response,GLM_1_AutoML_1_20260314_220859_std_error_mean_response
-1.9999258227895416,-3.1029088665682223,3.816058638693644,0.038160586386936445,-1.9999258227895416,-3.054639540233383,3.9694253517836557,0.03969425351783656,-1.9999258227895416,-3.068371445865884,3.7445298435650956,0.037445298435650955,-1.9999258227895416,-3.0101371499764173,3.889666466060381,0.03889666466060381,-1.9999258227895416,-3.076436016044714,3.9467770166180864,0.03946777016618087,-1.9999258227895416,-3.377307376179751,3.99155873998813,0.0399155873998813,-1.9999258227895416,-3.4553783852093423,3.8396729806067063,0.038396729806067065,-1.9999258227895416,-3.1661628764248806,3.8411787497251604,0.038411787497251604,-1.9999258227895416,-3.0022492083581165,3.8931851345680113,0.03893185134568011,-1.9999258227895416,-3.0691128830157295,3.8591666965293085,0.038591666965293085,-1.9999258227895416,-2.9201022723809147,3.8218590934007666,0.03821859093400767,-1.9999258227895416,-3.024066413345408,3.7719943439225934,0.03771994343922593,-1.9999258227895416,-2.5327660990418406,3.622287768099495,0.03622287768099495,-1.9999258227895416,-3.522241366896453,4.101908605427443,0.04101908605427443,-1.9999258227895416,-3.117055755024752,3.906174472948664,0.03906174472948664,-1.9999258227895416,-2.932417115547147,3.338741283735047,0.03338741283735047,-1.9999258227895416,-3.3541117304930466,3.8582146049168276,0.03858214604916828,-1.9999258227895416,-3.169245179512239,3.74292231434269,0.0374292231434269
-1.9595236649123424,-3.10308054602252,3.8796463848960943,0.03879646384896094,-1.9595236649123424,-3.054639540233383,3.9694253517836557,0.03969425351783656,-1.9595236649123424,-3.024305205310503,3.7465351801400097,0.0374653518014001,-1.9595236649123424,-2.98894114947928,3.9347398055281224,0.03934739805528122,-1.9595236649123424,-3.076436016044714,3.9467770166180864,0.03946777016618087,-1.9595236649123424,-3.186152127149562,4.00946069641247,0.040094606964124695,-1.9595236649123424,-3.4094442322372442,3.8446100274179114,0.038446100274179114,-1.9595236649123424,-3.1661628764248806,3.8411787497251604,0.038411787497251604,-1.9595236649123424,-3.1396579241738656,3.8797136717720178,0.03879713671772018,-1.9595236649123424,-3.10784908756242,3.860194056497753,0.03860194056497753,-1.9595236649123424,-2.9132454314596306,3.825352000858643,0.03825352000858643,-1.9595236649123424,-3.0442004025370233,3.775129438572256,0.03775129438572256,-1.9595236649123424,-3.022095321273292,3.9446602576003365,0.03944660257600337,-1.9595236649123424,-3.3317259558502585,4.104617057470993,0.041046170574709925,-1.9595236649123424,-3.2689312948909586,4.075805333284546,0.040758053332845455,-1.9595236649123424,-2.9158017139390235,3.4042838401331452,0.03404283840133145,-1.9595236649123424,-3.3450522152760067,3.960534453704356,0.039605344537043556,-1.9595236649123424,-3.1247642287698416,3.74292231434269,0.0374292231434269
-1.9191215070351433,-3.013729054731092,3.877602052819728,0.03877602052819728,-1.9191215070351433,-3.054639540233383,3.9694253517836557,0.03969425351783656,-1.9191215070351433,-2.9802450074245326,3.7485215081383787,0.037485215081383784,-1.9191215070351433,-2.9127574823998277,3.9051818795284703,0.0390518187952847,-1.9191215070351433,-3.099679983020429,3.946606117948038,0.03946606117948038,-1.9191215070351433,-3.186152127149562,4.00946069641247,0.040094606964124695,-1.9191215070351433,-3.363437465374467,3.849533097299022,0.03849533097299022,-1.9191215070351433,-3.1661628764248806,3.8411787497251604,0.038411787497251604,-1.9191215070351433,-3.1713435606930407,3.911890451489816,0.03911890451489816,-1.9191215070351433,-3.032264029859479,3.888658014713459,0.038886580147134586,-1.9191215070351433,-2.880786756710264,3.833793291596343,0.03833793291596343,-1.9191215070351433,-2.9365718679497355,3.7887491473385015,0.037887491473385014,-1.9191215070351433,-2.940683403948765,3.8889344855458994,0.038889344855458995,-1.9191215070351433,-2.740458847877709,4.101290052195331,0.04101290052195331,-1.9191215070351433,-3.067554959747009,4.068506889227885,0.04068506889227885,-1.9191215070351433,-2.8688369051567286,3.3812133509514437,0.03381213350951444,-1.9191215070351433,-3.1900171378002504,3.9740698106968035,0.039740698106968037,-1.9191215070351433,-3.080283278027444,3.74292231434269,0.0374292231434269
-1.8787193491579441,-3.0026072569369417,3.861929890077163,0.03861929890077163,-1.8787193491579441,-3.054639540233383,3.9694253517836557,0.03969425351783656,-1.8787193491579441,-2.936195540091781,3.7504873679146256,0.037504873679146254,-1.8787193491579441,-2.906105080574462,3.897153784333369,0.03897153784333369,-1.8787193491579441,-3.099679983020429,3.946606117948038,0.03946606117948038,-1.8787193491579441,-3.112375950216269,4.009865079806505,0.04009865079806505,-1.8787193491579441,-3.317349752170418,3.8544490163806264,0.03854449016380626,-1.8787193491579441,-3.1448399754382086,3.8405556252148356,0.03840555625214836,-1.8787193491579441,-3.0670301725256257,3.837988368278738,0.03837988368278738,-1.8787193491579441,-2.9441579457199003,3.836544257643173,0.03836544257643173,-1.8787193491579441,-2.8420505433023826,3.812470804371085,0.03812470804371085,-1.8787193491579441,-2.90168440649911,3.7837093732593496,0.037837093732593495,-1.8787193491579441,-2.982718390836263,3.892195930742734,0.03892195930742734,-1.8787193491579441,-2.9965380245390807,4.073602156502084,0.04073602156502085,-1.8787193491579441,-3.1068533783223486,4.027465921411896,0.04027465921411896,-1.8787193491579441,-2.8399197667713034,3.394523771333096,0.03394523771333096,-1.8787193491579441,-3.0981206823311753,3.8824518447389114,0.038824518447389114,-1.8787193491579441,-3.035802327285048,3.74292231434269,0.0374292231434269
-1.8383171912807448,-2.933694411019104,3.848686863539568,0.03848686863539568,-1.8383171912807448,-2.954213126140543,3.945944629040669,0.03945944629040669,-1.8383171912807448,-2.8921692225405446,3.752424534866567,0.03752424534866567,-1.8383171912807448,-2.824538572110569,3.906512502936671,0.03906512502936671,-1.8383171912807448,-2.996620540407388,3.9584897236010184,0.039584897236010184,-1.8383171912807448,-2.965886433015298,3.992692339544009,0.039926923395440087,-1.8383171912807448,-3.2711815853921222,3.859358838448023,0.03859358838448023,-1.8383171912807448,-2.8868482648741343,3.837862929539467,0.03837862929539467,-1.8383171912807448,-2.8608985588111913,3.9852877416400045,0.03985287741640005,-1.8383171912807448,-2.9047981033015566,3.8283268157929764,0.03828326815792976,-1.8383171912807448,-2.7828531529717826,3.8415644094934773,0.038415644094934774,-1.8383171912807448,-2.8204258725941753,3.785772791298662,0.03785772791298662,-1.8383171912807448,-2.9104218965805835,3.9405427814012377,0.03940542781401238,-1.8383171912807448,-2.874590987572982,4.164246473631807,0.04164246473631807,-1.8383171912807448,-2.810929034160171,4.09201967269323,0.0409201967269323,-1.8383171912807448,-2.7971336188232314,3.41319401885227,0.0341319401885227,-1.8383171912807448,-2.913417489668914,3.901772493307748,0.03901772493307748,-1.8383171912807448,-2.99132137654265,3.74292231434269,0.0374292231434269
-1.7979150334035456,-2.9090177113262086,3.843988165132067,0.03843988165132067,-1.7979150334035456,-2.9427176182799855,3.936719667353659,0.03936719667353659,-1.7979150334035456,-2.848176506275461,3.754329195658409,0.03754329195658409,-1.7979150334035456,-2.808648404401735,3.9142362294450845,0.039142362294450846,-1.7979150334035456,-2.981561807993724,3.9528630090789987,0.03952863009078999,-1.7979150334035456,-2.965886433015298,3.992692339544009,0.039926923395440087,-1.7979150334035456,-3.2249418318374894,3.8642557832051425,0.03864255783205142,-1.7979150334035456,-2.8868482648741343,3.837862929539467,0.03837862929539467,-1.7979150334035456,-2.9672085458725697,3.9302513684438862,0.039302513684438864,-1.7979150334035456,-2.900568438142132,3.8723960378127558,0.03872396037812756,-1.7979150334035456,-2.765232876565743,3.8315942171665593,0.03831594217166559,-1.7979150334035456,-2.9432894691085543,3.7975402385326764,0.03797540238532676,-1.7979150334035456,-2.8887750196033624,3.9151581076151474,0.03915158107615147,-1.7979150334035456,-2.645970558101615,4.123739819941663,0.041237398199416624,-1.7979150334035456,-2.799294520370196,4.06662945972466,0.0406662945972466,-1.7979150334035456,-2.7951461746181,3.45008163824064,0.0345008163824064,-1.7979150334035456,-3.077466168421787,3.9083104656389414,0.039083104656389415,-1.7979150334035456,-2.9468404258002527,3.7429223143426897,0.0374292231434269
-1.7575128755263465,-2.8629699257738044,3.8284679967478623,0.03828467996747862,-1.7575128755263465,-2.906949351800367,3.8857955054364024,0.03885795505436403,-1.7575128755263465,-2.804219841989145,3.756196925692571,0.03756196925692571,-1.7575128755263465,-2.8363457358235564,3.8617597852036067,0.03861759785203607,-1.7575128755263465,-2.973514460514737,3.9447269342318156,0.03944726934231815,-1.7575128755263465,-2.965886433015298,3.992692339544009,0.039926923395440087,-1.7575128755263465,-3.1786251870252427,3.8691526232300695,0.038691526232300696,-1.7575128755263465,-2.891425674766313,3.790602026352642,0.03790602026352642,-1.7575128755263465,-2.868792578671686,3.919443935084546,0.03919443935084546,-1.7575128755263465,-2.8594194308341154,3.8492974951306405,0.03849297495130641,-1.7575128755263465,-2.739363326577352,3.814750459874645,0.038147504598746454,-1.7575128755263465,-2.8976290690490267,3.783996522697227,0.03783996522697227,-1.7575128755263465,-2.9121311234373373,3.9369212492854837,0.039369212492854834,-1.7575128755263465,-3.091365122334496,4.126136284485794,0.041261362844857936,-1.7575128755263465,-3.0038029065794305,3.9917052036485923,0.03991705203648592,-1.7575128755263465,-2.7668102397393484,3.4505451008280756,0.03450545100828076,-1.7575128755263465,-3.039152801127173,3.9106244491835476,0.03910624449183547,-1.7575128755263465,-2.902359475057856,3.74292231434269,0.0374292231434269
-1.7171107176491474,-2.8121031620941563,3.786120913174252,0.03786120913174252,-1.7171107176491474,-2.815117137046758,3.8844076287933786,0.038844076287933786,-1.7171107176491474,-2.7602874642135458,3.758036615987925,0.037580366159879246,-1.7171107176491474,-2.7277755260398333,3.8725723411610127,0.038725723411610125,-1.7171107176491474,-2.858259600921337,3.9669415643620276,0.039669415643620275,-1.7171107176491474,-2.8563644895681652,3.9554710014609276,0.03955471001460928,-1.7171107176491474,-3.1322290796581167,3.8740450258080137,0.038740450258080136,-1.7171107176491474,-2.780527842255134,3.7998747695796053,0.03799874769579605,-1.7171107176491474,-2.807537165674288,3.9246801212061198,0.0392468012120612,-1.7171107176491474,-2.771297454196847,3.8182945439906035,0.03818294543990604,-1.7171107176491474,-2.6853083765656565,3.8287914468856474,0.038287914468856474,-1.7171107176491474,-2.6948368394217432,3.736160743467424,0.03736160743467424,-1.7171107176491474,-2.7883351093396542,3.9336551849795254,0.03933655184979525,-1.7171107176491474,-2.777950204405911,4.118164292009984,0.04118164292009984,-1.7171107176491474,-2.8696298954187665,3.9510793531869552,0.03951079353186955,-1.7171107176491474,-2.7138309114185613,3.4748514611353216,0.03474851461135322,-1.7171107176491474,-2.694140837302804,3.879210669293257,0.038792106692932565,-1.7171107176491474,-2.8578785243154585,3.74292231434269,0.0374292231434269
-1.6767085597719482,-2.7145596808905217,3.8488622295774073,0.03848862229577407,-1.6767085597719482,-2.792075207149744,3.9115523448936873,0.03911552344893687,-1.6767085597719482,-2.7163770744764135,3.7598424693036585,0.037598424693036585,-1.6767085597719482,-2.684790375316628,3.898345168745364,0.03898345168745364,-1.6767085597719482,-2.8536896364625433,3.9722566140350013,0.03972256614035001,-1.6767085597719482,-2.8443636527450287,3.950336795672279,0.03950336795672279,-1.6767085597719482,-3.0857554219549703,3.878928553599627,0.038789285535996275,-1.6767085597719482,-2.740689046725096,3.813657537462083,0.038136575374620826,-1.6767085597719482,-2.782860111492593,3.9599001312887037,0.03959900131288704,-1.6767085597719482,-2.756489086236225,3.8434345099587657,0.03843434509958766,-1.6767085597719482,-2.661588543278123,3.816364981930475,0.03816364981930475,-1.6767085597719482,-2.6941737036684046,3.7852720730362535,0.037852720730362534,-1.6767085597719482,-2.764171722181188,3.974837783379618,0.03974837783379618,-1.6767085597719482,-2.7840113025640596,4.1155115835208855,0.04115511583520885,-1.6767085597719482,-2.8476268880556104,4.040387767888028,0.040403877678880276,-1.6767085597719482,-2.6859645457084445,3.480209955429117,0.03480209955429117,-1.6767085597719482,-2.7211707665006646,3.9403067621925296,0.039403067621925296,-1.6767085597719482,-2.8133975735730616,3.74292231434269,0.0374292231434269
-1.6363064018947489,-2.7167403985474694,3.8713550014566604,0.038713550014566604,-1.6363064018947489,-2.7664943097333716,3.93244753517171,0.0393244753517171,-1.6363064018947489,-2.672480271241536,3.7616307065301324,0.03761630706530132,-1.6363064018947489,-2.652459421691503,3.929184341693813,0.03929184341693813,-1.6363064018947489,-2.77133012757668,4.003687262861589,0.04003687262861589,-1.6363064018947489,-2.76293635491454,3.9662259674927056,0.03966225967492706,-1.6363064018947489,-3.0392080262542636,3.8837852051189237,0.03883785205118924,-1.6363064018947489,-2.694207035240741,3.819281357779167,0.03819281357779167,-1.6363064018947489,-2.7874946106669487,3.961014955430545,0.039610149554305446,-1.6363064018947489,-2.698686546285011,3.8756759476852474,0.038756759476852476,-1.6363064018947489,-2.633627916873351,3.8515743427833,0.038515743427832996,-1.6363064018947489,-2.735665923915545,3.8031294853316417,0.03803129485331642,-1.6363064018947489,-2.7234922974308953,3.9858200454203003,0.039858200454203005,-1.6363064018947489,-2.845588119982649,4.0726718417019185,0.040726718417019185,-1.6363064018947489,-2.682773223554623,4.100647020914994,0.04100647020914994,-1.6363064018947489,-2.6690343957883718,3.5145961253172877,0.035145961253172875,-1.6363064018947489,-2.7877303613597526,4.004272048969267,0.04004272048969267,-1.6363064018947489,-2.7689166228306648,3.74292231434269,0.0374292231434269
