StackedEnsemble_AllModels_1_AutoML_1_20260315_70634_x4,StackedEnsemble_AllModels_1_AutoML_1_20260315_70634_mean_response,StackedEnsemble_AllModels_1_AutoML_1_20260315_70634_stddev_response,StackedEnsemble_AllModels_1_AutoML_1_20260315_70634_std_error_mean_response,GBM_5_AutoML_1_20260315_70634_x4,GBM_5_AutoML_1_20260315_70634_mean_response,GBM_5_AutoML_1_20260315_70634_stddev_response,GBM_5_AutoML_1_20260315_70634_std_error_mean_response,StackedEnsemble_BestOfFamily_1_AutoML_1_20260315_70634_x4,StackedEnsemble_BestOfFamily_1_AutoML_1_20260315_70634_mean_response,StackedEnsemble_BestOfFamily_1_AutoML_1_20260315_70634_stddev_response,StackedEnsemble_BestOfFamily_1_AutoML_1_20260315_70634_std_error_mean_response,GBM_2_AutoML_1_20260315_70634_x4,GBM_2_AutoML_1_20260315_70634_mean_response,GBM_2_AutoML_1_20260315_70634_stddev_response,GBM_2_AutoML_1_20260315_70634_std_error_mean_response,DeepLearning_1_AutoML_1_20260315_70634_x4,DeepLearning_1_AutoML_1_20260315_70634_mean_response,DeepLearning_1_AutoML_1_20260315_70634_stddev_response,DeepLearning_1_AutoML_1_20260315_70634_std_error_mean_response,GBM_3_AutoML_1_20260315_70634_x4,GBM_3_AutoML_1_20260315_70634_mean_response,GBM_3_AutoML_1_20260315_70634_stddev_response,GBM_3_AutoML_1_20260315_70634_std_error_mean_response,GBM_1_AutoML_1_20260315_70634_x4,GBM_1_AutoML_1_20260315_70634_mean_response,GBM_1_AutoML_1_20260315_70634_stddev_response,GBM_1_AutoML_1_20260315_70634_std_error_mean_response,XGBoost_grid_1_AutoML_1_20260315_70634_model_1_x4,XGBoost_grid_1_AutoML_1_20260315_70634_model_1_mean_response,XGBoost_grid_1_AutoML_1_20260315_70634_model_1_stddev_response,XGBoost_grid_1_AutoML_1_20260315_70634_model_1_std_error_mean_response,DeepLearning_grid_1_AutoML_1_20260315_70634_model_1_x4,DeepLearning_grid_1_AutoML_1_20260315_70634_model_1_mean_response,DeepLearning_grid_1_AutoML_1_20260315_70634_model_1_stddev_response,DeepLearning_grid_1_AutoML_1_20260315_70634_model_1_std_error_mean_response,GBM_grid_1_AutoML_1_20260315_70634_model_2_x4,GBM_grid_1_AutoML_1_20260315_70634_model_2_mean_response,GBM_grid_1_AutoML_1_20260315_70634_model_2_stddev_response,GBM_grid_1_AutoML_1_20260315_70634_model_2_std_error_mean_response,XGBoost_3_AutoML_1_20260315_70634_x4,XGBoost_3_AutoML_1_20260315_70634_mean_response,XGBoost_3_AutoML_1_20260315_70634_stddev_response,XGBoost_3_AutoML_1_20260315_70634_std_error_mean_response,GBM_grid_1_AutoML_1_20260315_70634_model_1_x4,GBM_grid_1_AutoML_1_20260315_70634_model_1_mean_response,GBM_grid_1_AutoML_1_20260315_70634_model_1_stddev_response,GBM_grid_1_AutoML_1_20260315_70634_model_1_std_error_mean_response,GBM_4_AutoML_1_20260315_70634_x4,GBM_4_AutoML_1_20260315_70634_mean_response,GBM_4_AutoML_1_20260315_70634_stddev_response,GBM_4_AutoML_1_20260315_70634_std_error_mean_response,XGBoost_grid_1_AutoML_1_20260315_70634_model_2_x4,XGBoost_grid_1_AutoML_1_20260315_70634_model_2_mean_response,XGBoost_grid_1_AutoML_1_20260315_70634_model_2_stddev_response,XGBoost_grid_1_AutoML_1_20260315_70634_model_2_std_error_mean_response,XGBoost_grid_1_AutoML_1_20260315_70634_model_3_x4,XGBoost_grid_1_AutoML_1_20260315_70634_model_3_mean_response,XGBoost_grid_1_AutoML_1_20260315_70634_model_3_stddev_response,XGBoost_grid_1_AutoML_1_20260315_70634_model_3_std_error_mean_response,DRF_1_AutoML_1_20260315_70634_x4,DRF_1_AutoML_1_20260315_70634_mean_response,DRF_1_AutoML_1_20260315_70634_stddev_response,DRF_1_AutoML_1_20260315_70634_std_error_mean_response,XGBoost_2_AutoML_1_20260315_70634_x4,XGBoost_2_AutoML_1_20260315_70634_mean_response,XGBoost_2_AutoML_1_20260315_70634_stddev_response,XGBoost_2_AutoML_1_20260315_70634_std_error_mean_response,XGBoost_1_AutoML_1_20260315_70634_x4,XGBoost_1_AutoML_1_20260315_70634_mean_response,XGBoost_1_AutoML_1_20260315_70634_stddev_response,XGBoost_1_AutoML_1_20260315_70634_std_error_mean_response,DeepLearning_grid_2_AutoML_1_20260315_70634_model_1_x4,DeepLearning_grid_2_AutoML_1_20260315_70634_model_1_mean_response,DeepLearning_grid_2_AutoML_1_20260315_70634_model_1_stddev_response,DeepLearning_grid_2_AutoML_1_20260315_70634_model_1_std_error_mean_response,XRT_1_AutoML_1_20260315_70634_x4,XRT_1_AutoML_1_20260315_70634_mean_response,XRT_1_AutoML_1_20260315_70634_stddev_response,XRT_1_AutoML_1_20260315_70634_std_error_mean_response,DeepLearning_grid_3_AutoML_1_20260315_70634_model_1_x4,DeepLearning_grid_3_AutoML_1_20260315_70634_model_1_mean_response,DeepLearning_grid_3_AutoML_1_20260315_70634_model_1_stddev_response,DeepLearning_grid_3_AutoML_1_20260315_70634_model_1_std_error_mean_response,GLM_1_AutoML_1_20260315_70634_x4,GLM_1_AutoML_1_20260315_70634_mean_response,GLM_1_AutoML_1_20260315_70634_stddev_response,GLM_1_AutoML_1_20260315_70634_std_error_mean_response
-1.9999258227895416,-3.1073560959166513,3.948448941400382,0.03948448941400382,-1.9999258227895416,-3.1462851661562885,3.999345058603009,0.03999345058603009,-1.9999258227895416,-3.0752019823542738,3.9619614266444976,0.039619614266444975,-1.9999258227895416,-3.0890156941915627,3.9849682684962144,0.03984968268496215,-1.9999258227895416,-2.981880285201012,3.8777775854261125,0.03877777585426113,-1.9999258227895416,-3.074257329402666,3.991118168178647,0.03991118168178647,-1.9999258227895416,-3.1104027887458576,4.001502209452246,0.040015022094522464,-1.9999258227895416,-3.271506696291851,4.032168420799548,0.04032168420799548,-1.9999258227895416,-3.1236834441645263,3.7208385788110596,0.037208385788110594,-1.9999258227895416,-3.13900820221051,3.993613728512225,0.03993613728512225,-1.9999258227895416,-3.1898690842001467,3.877310258700064,0.03877310258700064,-1.9999258227895416,-3.1606859421869222,3.870020609877666,0.03870020609877666,-1.9999258227895416,-3.045646193075215,3.7984794176872567,0.03798479417687257,-1.9999258227895416,-3.2527309439877974,4.02462857994914,0.0402462857994914,-1.9999258227895416,-2.820373160498664,3.761670204389491,0.03761670204389491,-1.9999258227895416,-2.87769181323109,3.8358741851576985,0.038358741851576984,-1.9999258227895416,-3.2211441136908716,3.9868716506121773,0.039868716506121775,-1.9999258227895416,-3.24816329969191,3.9079625660341017,0.03907962566034102,-1.9999258227895416,-1.1339393515142009,3.0146062509311884,0.030146062509311886,-1.9999258227895416,-2.8411202081215614,3.4240444374972268,0.03424044437497227,-1.9999258227895416,-1.3484264990544401,2.4534477515767232,0.024534477515767233,-1.9999258227895416,-3.175297455326222,3.7148582576788947,0.03714858257678895
-1.9595236649123424,-3.088080636319241,3.958036048951774,0.03958036048951774,-1.9595236649123424,-3.118635874319867,3.9695524636018096,0.039695524636018095,-1.9595236649123424,-3.023661583466795,3.951206266582274,0.03951206266582274,-1.9595236649123424,-3.0923776955257885,3.970597364000826,0.03970597364000826,-1.9595236649123424,-2.9423841651435083,3.8795217916023232,0.03879521791602323,-1.9595236649123424,-3.1103598443077916,3.9890822822195973,0.03989082282219597,-1.9595236649123424,-3.1104027887458576,4.001502209452246,0.040015022094522464,-1.9595236649123424,-3.1497478454978904,4.031188499836965,0.04031188499836965,-1.9595236649123424,-3.0809204110578485,3.7233424847143812,0.037233424847143815,-1.9595236649123424,-3.13900820221051,3.993613728512225,0.03993613728512225,-1.9595236649123424,-3.403146534345835,4.074253590244668,0.040742535902446676,-1.9595236649123424,-3.1606859421869222,3.870020609877666,0.03870020609877666,-1.9595236649123424,-3.035073725476944,3.7958713325552336,0.03795871332555233,-1.9595236649123424,-3.199166787032016,4.064076337262845,0.04064076337262845,-1.9595236649123424,-3.037641134743311,3.9029591626294837,0.03902959162629484,-1.9595236649123424,-2.8643440394004918,3.8421404299666113,0.03842140429966611,-1.9595236649123424,-3.0857843615680007,3.9949604832958148,0.03994960483295815,-1.9595236649123424,-3.2561374076693315,3.904771692858862,0.03904771692858862,-1.9595236649123424,-1.1000954005005965,3.0167920773884087,0.030167920773884086,-1.9595236649123424,-2.8525571655562083,3.434369433848391,0.034343694338483916,-1.9595236649123424,-1.3221393037323104,2.4555587464993085,0.024555587464993086,-1.9595236649123424,-3.131427701761067,3.7148582576788947,0.03714858257678895
-1.9191215070351433,-3.0093472100134613,3.9425685552325076,0.03942568555232508,-1.9191215070351433,-3.04122456947466,3.951198043880371,0.03951198043880371,-1.9191215070351433,-2.9645269771833833,3.9441927195383326,0.03944192719538333,-1.9191215070351433,-3.030429368257872,3.9330046661237104,0.0393300466612371,-1.9191215070351433,-2.902857962126001,3.881240592643118,0.03881240592643118,-1.9191215070351433,-2.9987460876080534,3.9559046533825377,0.03955904653382538,-1.9191215070351433,-3.083080848307094,4.003534010825511,0.040035340108255116,-1.9191215070351433,-3.0844234834775324,4.027425721599631,0.040274257215996305,-1.9191215070351433,-3.0381675456525348,3.725818830272025,0.03725818830272025,-1.9191215070351433,-3.1274854605165054,3.9923926296232075,0.03992392629623207,-1.9191215070351433,-3.067508116723899,3.9387830023522024,0.03938783002352202,-1.9191215070351433,-3.121870271494351,3.8706639954389424,0.03870663995438942,-1.9191215070351433,-2.98497244445907,3.809379103903035,0.03809379103903035,-1.9191215070351433,-3.0269245561009286,4.092392704661976,0.04092392704661976,-1.9191215070351433,-2.961868386280537,3.9098605274971696,0.03909860527497169,-1.9191215070351433,-2.8639044643630798,3.83068216110736,0.0383068216110736,-1.9191215070351433,-2.973893434499461,3.936464834787711,0.03936464834787711,-1.9191215070351433,-3.044255657604848,3.9431599391888805,0.039431599391888804,-1.9191215070351433,-1.0662651358321351,3.018953408286121,0.03018953408286121,-1.9191215070351433,-2.8672756497340037,3.4233559330909973,0.03423355933090997,-1.9191215070351433,-1.295798766297195,2.457582582996363,0.02457582582996363,-1.9191215070351433,-3.0875579481959115,3.7148582576788947,0.03714858257678895
-1.8787193491579441,-2.9686709863396326,3.941794841124108,0.03941794841124108,-1.8787193491579441,-3.0162097673289114,3.943772109639304,0.03943772109639304,-1.8787193491579441,-2.9295866595754267,3.940897402289651,0.03940897402289651,-1.8787193491579441,-2.954294419745659,3.9323736832823144,0.03932373683282314,-1.8787193491579441,-2.8633071152736926,3.8829371119950977,0.038829371119950974,-1.8787193491579441,-2.9662520470189864,3.9342288957309677,0.03934228895730968,-1.8787193491579441,-3.0262002921408238,3.9967020078160584,0.03996702007816058,-1.8787193491579441,-3.0418720201009872,4.023410958840706,0.040234109588407056,-1.8787193491579441,-2.995421033091291,3.7282575781623017,0.037282575781623015,-1.8787193491579441,-3.084009082876284,3.994961321761399,0.03994961321761399,-1.8787193491579441,-3.067508116723899,3.9387830023522024,0.03938783002352202,-1.8787193491579441,-3.121870271494351,3.8706639954389424,0.03870663995438942,-1.8787193491579441,-2.9208564534337618,3.8543895028197666,0.03854389502819767,-1.8787193491579441,-3.037362646273361,4.069855995390404,0.04069855995390404,-1.8787193491579441,-2.919087017545907,3.9123448767165403,0.039123448767165406,-1.8787193491579441,-2.8103838365419302,3.839262542039926,0.03839262542039926,-1.8787193491579441,-2.9676186407395178,3.9376648314821376,0.03937664831482138,-1.8787193491579441,-2.9824077497671824,3.904835346535509,0.03904835346535509,-1.8787193491579441,-1.0324454025916439,3.0210655888599107,0.030210655888599107,-1.8787193491579441,-2.804027580141236,3.42242544090714,0.034224254409071404,-1.8787193491579441,-1.2694206491889657,2.45952331595159,0.0245952331595159,-1.8787193491579441,-3.0436881946307563,3.7148582576788947,0.03714858257678895
-1.8383171912807448,-2.904374007964472,3.951378572699286,0.03951378572699286,-1.8383171912807448,-2.9152346002186067,3.959613571846747,0.03959613571846747,-1.8383171912807448,-2.8501239345257123,3.9486909808869077,0.039486909808869076,-1.8383171912807448,-2.8984768988204888,3.9416647903976534,0.03941664790397653,-1.8383171912807448,-2.823723220480959,3.8846006286832013,0.03884600628683201,-1.8383171912807448,-2.9332211345654335,3.9487479134143184,0.03948747913414318,-1.8383171912807448,-2.987643736116981,3.9896465228059674,0.039896465228059674,-1.8383171912807448,-2.928268764768681,4.024829186680262,0.04024829186680262,-1.8383171912807448,-2.952693961754674,3.730662563505741,0.037306625635057405,-1.8383171912807448,-2.9924235886340425,3.9996866926241994,0.03999686692624199,-1.8383171912807448,-2.9888367223620067,3.9969638917252737,0.039969638917252734,-1.8383171912807448,-2.8700874936827625,3.9000431023076625,0.039000431023076626,-1.8383171912807448,-2.805380411605113,3.8164298123370495,0.038164298123370494,-1.8383171912807448,-2.9420428192133783,4.054719469782207,0.04054719469782207,-1.8383171912807448,-2.9214601481001705,3.9403062370962796,0.0394030623709628,-1.8383171912807448,-2.756763238379615,3.837106576297229,0.03837106576297229,-1.8383171912807448,-2.958325020500226,3.9682709752795566,0.039682709752795566,-1.8383171912807448,-3.052487147659529,3.9353977348769966,0.03935397734876997,-1.8383171912807448,-0.9986220391065003,3.0231579654995664,0.030231579654995663,-1.8383171912807448,-2.7496691433477536,3.467663803866053,0.03467663803866053,-1.8383171912807448,-1.2429973550544349,2.461382377450981,0.02461382377450981,-1.8383171912807448,-2.9998184410656004,3.7148582576788947,0.03714858257678895
-1.7979150334035456,-2.853661893197672,3.9517440611102774,0.03951744061110277,-1.7979150334035456,-2.881093505230222,3.9483252739298766,0.039483252739298764,-1.7979150334035456,-2.804760124120507,3.945857956880654,0.03945857956880654,-1.7979150334035456,-2.8533597978117564,3.947510094041754,0.039475100940417535,-1.7979150334035456,-2.7841160564515213,3.886239397906536,0.03886239397906536,-1.7979150334035456,-2.8663580235240493,3.9483296769185476,0.03948329676918547,-1.7979150334035456,-2.9136559251443286,3.9925267662159367,0.03992526766215937,-1.7979150334035456,-2.8497456070528138,4.028760919547811,0.040287609195478115,-1.7979150334035456,-2.9099720819173234,3.733045342642872,0.03733045342642872,-1.7979150334035456,-2.926311645367694,3.9919618998220234,0.03991961899822023,-1.7979150334035456,-2.8826625872222356,3.993626857724215,0.039936268577242154,-1.7979150334035456,-2.8700874936827625,3.9000431023076625,0.039000431023076626,-1.7979150334035456,-2.872749869446132,3.820176483856316,0.03820176483856316,-1.7979150334035456,-2.8211590623160823,4.043779256145461,0.04043779256145461,-1.7979150334035456,-2.7962360035749616,3.955006542301842,0.03955006542301842,-1.7979150334035456,-2.7301292861441278,3.8420273487054803,0.038420273487054804,-1.7979150334035456,-2.8943311750788707,3.9857876360126956,0.039857876360126956,-1.7979150334035456,-2.8525427425584753,3.9218527099433613,0.03921852709943361,-1.7979150334035456,-0.964791862563058,3.0252226979976404,0.030252226979976406,-1.7979150334035456,-2.74815270147092,3.474241010291185,0.03474241010291185,-1.7979150334035456,-1.2165270140729576,2.4631448031619687,0.024631448031619686,-1.7979150334035456,-2.955948687500445,3.7148582576788947,0.03714858257678895
-1.7575128755263465,-2.8377960910289524,3.950993862739894,0.03950993862739894,-1.7575128755263465,-2.8934350953863484,3.938070395483317,0.03938070395483317,-1.7575128755263465,-2.796376568508144,3.9424963646050832,0.03942496364605083,-1.7575128755263465,-2.84737356461004,3.9488067630506163,0.03948806763050616,-1.7575128755263465,-2.744486739751329,3.8878550812954953,0.03887855081295495,-1.7575128755263465,-2.8467215038306977,3.9427052813092085,0.039427052813092084,-1.7575128755263465,-2.898996097438132,3.9944774090884896,0.0399447740908849,-1.7575128755263465,-2.8612046999974874,4.027676476322892,0.04027676476322892,-1.7575128755263465,-2.867260032567649,3.73540274608523,0.0373540274608523,-1.7575128755263465,-2.920773120194614,3.9946763760536377,0.03994676376053638,-1.7575128755263465,-2.8902248062037046,3.9745046324048126,0.03974504632404813,-1.7575128755263465,-2.8700874936827625,3.9000431023076625,0.039000431023076626,-1.7575128755263465,-2.837867501086255,3.8334192650165417,0.03833419265016542,-1.7575128755263465,-2.862784649055917,4.055667580090423,0.04055667580090423,-1.7575128755263465,-2.7950704088075313,3.9967667207055455,0.039967667207055455,-1.7575128755263465,-2.711989830239305,3.8495908306031383,0.03849590830603138,-1.7575128755263465,-2.8765697851822245,3.9766045717077243,0.039766045717077245,-1.7575128755263465,-2.8876608198400127,3.950682106716455,0.03950682106716455,-1.7575128755263465,-0.9309715632672667,3.027269204616978,0.03027269204616978,-1.7575128755263465,-2.7357183475618307,3.471886058163451,0.03471886058163451,-1.7575128755263465,-1.1900154996237688,2.46482357866534,0.0246482357866534,-1.7575128755263465,-2.9120789339352897,3.7148582576788947,0.03714858257678895
-1.7171107176491474,-2.813871446750003,3.9543165777487372,0.03954316577748737,-1.7171107176491474,-2.8528828444916887,3.9453474630441265,0.039453474630441264,-1.7171107176491474,-2.764890646204818,3.9458080869842806,0.03945808086984281,-1.7171107176491474,-2.818141762354979,3.9466644227112035,0.03946664422711203,-1.7171107176491474,-2.704830725047212,3.8894373929867583,0.03889437392986758,-1.7171107176491474,-2.8063262877759554,3.9251111426681606,0.039251111426681605,-1.7171107176491474,-2.92752076186063,3.9855619907598374,0.03985561990759837,-1.7171107176491474,-2.8612046999974874,4.027676476322892,0.04027676476322892,-1.7171107176491474,-2.8245584431945447,3.7377386314073267,0.037377386314073266,-1.7171107176491474,-2.902823578715588,4.0006218689355135,0.04000621868935514,-1.7171107176491474,-2.9632424366823056,4.004068065349271,0.04004068065349271,-1.7171107176491474,-2.8700874936827625,3.9000431023076625,0.039000431023076626,-1.7171107176491474,-2.838856856415154,3.832872495765917,0.03832872495765917,-1.7171107176491474,-2.910609813712723,4.059375113145888,0.04059375113145888,-1.7171107176491474,-2.801362780540786,3.9806807160447213,0.03980680716044721,-1.7171107176491474,-2.694004095721097,3.8494266623810267,0.03849426662381027,-1.7171107176491474,-2.963915284705441,4.0042676498993774,0.040042676498993776,-1.7171107176491474,-2.840000064457953,3.9620367285491023,0.03962036728549102,-1.7171107176491474,-0.8971584061871718,3.0293014477567066,0.030293014477567066,-1.7171107176491474,-2.727210843652565,3.4670636846345,0.034670636846345,-1.7171107176491474,-1.1634530278716024,2.466414318609786,0.02466414318609786,-1.7171107176491474,-2.868209180370134,3.7148582576788947,0.03714858257678895
-1.6767085597719482,-2.78277564060655,3.9528466799036046,0.039528466799036044,-1.6767085597719482,-2.819911161007024,3.9443607334324366,0.039443607334324365,-1.6767085597719482,-2.729270138478181,3.9458190232359343,0.039458190232359344,-1.6767085597719482,-2.8288199040215085,3.9520773490471086,0.03952077349047109,-1.6767085597719482,-2.665148982046479,3.89099701715885,0.0389099701715885,-1.6767085597719482,-2.8004716854279605,3.92319206079194,0.0392319206079194,-1.6767085597719482,-2.847468958012017,3.9731308979308686,0.03973130897930868,-1.6767085597719482,-2.8278999032241057,4.0256765752116666,0.04025676575211667,-1.6767085597719482,-2.7818628837370305,3.740053482211511,0.03740053482211511,-1.6767085597719482,-2.880925849783743,4.000785050615873,0.04000785050615873,-1.6767085597719482,-2.91986929948834,3.9711329956764843,0.039711329956764845,-1.6767085597719482,-2.8462678555290384,3.9003808193599676,0.03900380819359968,-1.6767085597719482,-2.794647778002511,3.8297675418498645,0.03829767541849864,-1.6767085597719482,-2.895159247765225,4.0563295305137865,0.040563295305137866,-1.6767085597719482,-2.802448943101801,3.9887646913481594,0.039887646913481595,-1.6767085597719482,-2.6727822753415578,3.8531616329580523,0.03853161632958052,-1.6767085597719482,-2.876087023776071,3.9933484716347434,0.03993348471634743,-1.6767085597719482,-2.8936973507178942,3.9367544562571832,0.039367544562571834,-1.6767085597719482,-0.8633553356779224,3.0313107350142943,0.03031310735014294,-1.6767085597719482,-2.6951222842496874,3.465719653907437,0.03465719653907437,-1.6767085597719482,-1.1368443357700089,2.4679205283138015,0.024679205283138016,-1.6767085597719482,-2.8243394268049786,3.7148582576788947,0.03714858257678895
-1.6363064018947489,-2.750293521808223,3.9515370920982784,0.039515370920982784,-1.6363064018947489,-2.8043371105058488,3.9383245895963848,0.03938324589596385,-1.6363064018947489,-2.7073471747020195,3.943617121614112,0.03943617121614112,-1.6363064018947489,-2.7980932502344507,3.9547378975991316,0.03954737897599132,-1.6363064018947489,-2.6254450721499483,3.8925210940212494,0.03892521094021249,-1.6363064018947489,-2.7830094673560204,3.9276196139868955,0.039276196139868956,-1.6363064018947489,-2.8193047412514476,3.9715359963143,0.039715359963143,-1.6363064018947489,-2.8278999032241057,4.0256765752116666,0.04025676575211667,-1.6363064018947489,-2.7391724661558676,3.742345039661789,0.037423450396617895,-1.6363064018947489,-2.8194660053485148,3.9823856600810474,0.039823856600810476,-1.6363064018947489,-2.8705446779789523,3.9840907465085964,0.039840907465085965,-1.6363064018947489,-2.818961017751246,3.8933805831528367,0.03893380583152837,-1.6363064018947489,-2.7248623614155245,3.793625192419418,0.037936251924194184,-1.6363064018947489,-2.792590473000099,3.9777734484875986,0.03977773448487599,-1.6363064018947489,-2.7787348350331302,3.9650757150810647,0.03965075715081065,-1.6363064018947489,-2.648202215783998,3.8228096708029877,0.038228096708029874,-1.6363064018947489,-2.837270621146471,3.9487160809877047,0.03948716080987705,-1.6363064018947489,-2.806498184805271,3.944207125529906,0.03944207125529906,-1.6363064018947489,-0.8295478757116158,3.033299778548257,0.03033299778548257,-1.6363064018947489,-2.662798781162719,3.4587253504524416,0.034587253504524414,-1.6363064018947489,-1.1102021200483887,2.469333830668805,0.024693338306688052,-1.6363064018947489,-2.780469673239823,3.7148582576788947,0.03714858257678895
