StackedEnsemble_AllModels_1_AutoML_1_20260315_50902_x4,StackedEnsemble_AllModels_1_AutoML_1_20260315_50902_mean_response,StackedEnsemble_AllModels_1_AutoML_1_20260315_50902_stddev_response,StackedEnsemble_AllModels_1_AutoML_1_20260315_50902_std_error_mean_response,GBM_grid_1_AutoML_1_20260315_50902_model_1_x4,GBM_grid_1_AutoML_1_20260315_50902_model_1_mean_response,GBM_grid_1_AutoML_1_20260315_50902_model_1_stddev_response,GBM_grid_1_AutoML_1_20260315_50902_model_1_std_error_mean_response,StackedEnsemble_BestOfFamily_1_AutoML_1_20260315_50902_x4,StackedEnsemble_BestOfFamily_1_AutoML_1_20260315_50902_mean_response,StackedEnsemble_BestOfFamily_1_AutoML_1_20260315_50902_stddev_response,StackedEnsemble_BestOfFamily_1_AutoML_1_20260315_50902_std_error_mean_response,GBM_1_AutoML_1_20260315_50902_x4,GBM_1_AutoML_1_20260315_50902_mean_response,GBM_1_AutoML_1_20260315_50902_stddev_response,GBM_1_AutoML_1_20260315_50902_std_error_mean_response,GBM_grid_1_AutoML_1_20260315_50902_model_2_x4,GBM_grid_1_AutoML_1_20260315_50902_model_2_mean_response,GBM_grid_1_AutoML_1_20260315_50902_model_2_stddev_response,GBM_grid_1_AutoML_1_20260315_50902_model_2_std_error_mean_response,GBM_5_AutoML_1_20260315_50902_x4,GBM_5_AutoML_1_20260315_50902_mean_response,GBM_5_AutoML_1_20260315_50902_stddev_response,GBM_5_AutoML_1_20260315_50902_std_error_mean_response,GBM_2_AutoML_1_20260315_50902_x4,GBM_2_AutoML_1_20260315_50902_mean_response,GBM_2_AutoML_1_20260315_50902_stddev_response,GBM_2_AutoML_1_20260315_50902_std_error_mean_response,GBM_3_AutoML_1_20260315_50902_x4,GBM_3_AutoML_1_20260315_50902_mean_response,GBM_3_AutoML_1_20260315_50902_stddev_response,GBM_3_AutoML_1_20260315_50902_std_error_mean_response,XGBoost_grid_1_AutoML_1_20260315_50902_model_1_x4,XGBoost_grid_1_AutoML_1_20260315_50902_model_1_mean_response,XGBoost_grid_1_AutoML_1_20260315_50902_model_1_stddev_response,XGBoost_grid_1_AutoML_1_20260315_50902_model_1_std_error_mean_response,GBM_4_AutoML_1_20260315_50902_x4,GBM_4_AutoML_1_20260315_50902_mean_response,GBM_4_AutoML_1_20260315_50902_stddev_response,GBM_4_AutoML_1_20260315_50902_std_error_mean_response,XGBoost_3_AutoML_1_20260315_50902_x4,XGBoost_3_AutoML_1_20260315_50902_mean_response,XGBoost_3_AutoML_1_20260315_50902_stddev_response,XGBoost_3_AutoML_1_20260315_50902_std_error_mean_response,GLM_1_AutoML_1_20260315_50902_x4,GLM_1_AutoML_1_20260315_50902_mean_response,GLM_1_AutoML_1_20260315_50902_stddev_response,GLM_1_AutoML_1_20260315_50902_std_error_mean_response,DeepLearning_grid_1_AutoML_1_20260315_50902_model_1_x4,DeepLearning_grid_1_AutoML_1_20260315_50902_model_1_mean_response,DeepLearning_grid_1_AutoML_1_20260315_50902_model_1_stddev_response,DeepLearning_grid_1_AutoML_1_20260315_50902_model_1_std_error_mean_response,DeepLearning_1_AutoML_1_20260315_50902_x4,DeepLearning_1_AutoML_1_20260315_50902_mean_response,DeepLearning_1_AutoML_1_20260315_50902_stddev_response,DeepLearning_1_AutoML_1_20260315_50902_std_error_mean_response,DRF_1_AutoML_1_20260315_50902_x4,DRF_1_AutoML_1_20260315_50902_mean_response,DRF_1_AutoML_1_20260315_50902_stddev_response,DRF_1_AutoML_1_20260315_50902_std_error_mean_response,XGBoost_grid_1_AutoML_1_20260315_50902_model_3_x4,XGBoost_grid_1_AutoML_1_20260315_50902_model_3_mean_response,XGBoost_grid_1_AutoML_1_20260315_50902_model_3_stddev_response,XGBoost_grid_1_AutoML_1_20260315_50902_model_3_std_error_mean_response,XGBoost_grid_1_AutoML_1_20260315_50902_model_2_x4,XGBoost_grid_1_AutoML_1_20260315_50902_model_2_mean_response,XGBoost_grid_1_AutoML_1_20260315_50902_model_2_stddev_response,XGBoost_grid_1_AutoML_1_20260315_50902_model_2_std_error_mean_response,DeepLearning_grid_2_AutoML_1_20260315_50902_model_1_x4,DeepLearning_grid_2_AutoML_1_20260315_50902_model_1_mean_response,DeepLearning_grid_2_AutoML_1_20260315_50902_model_1_stddev_response,DeepLearning_grid_2_AutoML_1_20260315_50902_model_1_std_error_mean_response,XGBoost_1_AutoML_1_20260315_50902_x4,XGBoost_1_AutoML_1_20260315_50902_mean_response,XGBoost_1_AutoML_1_20260315_50902_stddev_response,XGBoost_1_AutoML_1_20260315_50902_std_error_mean_response,XGBoost_2_AutoML_1_20260315_50902_x4,XGBoost_2_AutoML_1_20260315_50902_mean_response,XGBoost_2_AutoML_1_20260315_50902_stddev_response,XGBoost_2_AutoML_1_20260315_50902_std_error_mean_response,XRT_1_AutoML_1_20260315_50902_x4,XRT_1_AutoML_1_20260315_50902_mean_response,XRT_1_AutoML_1_20260315_50902_stddev_response,XRT_1_AutoML_1_20260315_50902_std_error_mean_response,DeepLearning_grid_3_AutoML_1_20260315_50902_model_1_x4,DeepLearning_grid_3_AutoML_1_20260315_50902_model_1_mean_response,DeepLearning_grid_3_AutoML_1_20260315_50902_model_1_stddev_response,DeepLearning_grid_3_AutoML_1_20260315_50902_model_1_std_error_mean_response
-1.9999258227895416,2.889085964664141,2.468146363239577,0.024681463632395772,-1.9999258227895416,2.913549227639392,2.3963893509441183,0.023963893509441184,-1.9999258227895416,2.9145669896947393,2.4736951664944127,0.024736951664944128,-1.9999258227895416,2.829164592873521,2.4222195946627822,0.024222195946627823,-1.9999258227895416,2.8615219485165477,2.4359059130347123,0.024359059130347124,-1.9999258227895416,2.824330093082132,2.3908464323791754,0.023908464323791755,-1.9999258227895416,2.845738304613006,2.4021154841259507,0.024021154841259506,-1.9999258227895416,2.8483253883210273,2.4132580538529425,0.024132580538529423,-1.9999258227895416,2.827194864859245,2.458948841768536,0.02458948841768536,-1.9999258227895416,2.9033278428726157,2.4032196536921275,0.024032196536921277,-1.9999258227895416,2.780140524279501,2.398126054125009,0.02398126054125009,-1.9999258227895416,3.0398607386691547,2.4501032948941495,0.024501032948941494,-1.9999258227895416,3.008124557694744,2.344137666355227,0.02344137666355227,-1.9999258227895416,2.986722805359381,2.292491762485562,0.022924917624855618,-1.9999258227895416,2.973325870073703,2.2813361184852723,0.022813361184852724,-1.9999258227895416,2.6933136352136278,2.3418297203913685,0.023418297203913686,-1.9999258227895416,2.636189718285762,2.525754075457688,0.025257540754576882,-1.9999258227895416,3.0885351899882947,1.8122408780604506,0.018122408780604508,-1.9999258227895416,2.804815394899155,2.4736949193541906,0.024736949193541906,-1.9999258227895416,2.7203480383275545,2.4003969640687197,0.024003969640687198,-1.9999258227895416,2.9704937585648303,2.075428603995236,0.02075428603995236,-1.9999258227895416,2.5234334099869242,1.3609966641819395,0.013609966641819396
-1.9595236649123424,2.8901099101010286,2.4701861035668284,0.024701861035668283,-1.9595236649123424,2.913549227639392,2.3963893509441183,0.023963893509441184,-1.9595236649123424,2.9140162558201066,2.473697894099107,0.02473697894099107,-1.9595236649123424,2.829164592873521,2.4222195946627822,0.024222195946627823,-1.9595236649123424,2.8615219485165477,2.4359059130347123,0.024359059130347124,-1.9595236649123424,2.853313407472985,2.3942225692196857,0.023942225692196856,-1.9595236649123424,2.882793648118536,2.422695062648063,0.02422695062648063,-1.9595236649123424,2.8135211407187666,2.434610410683379,0.02434610410683379,-1.9595236649123424,2.827194864859245,2.458948841768536,0.02458948841768536,-1.9595236649123424,2.8893684251178033,2.407425896497919,0.024074258964979188,-1.9595236649123424,2.7948639385880902,2.379999379320227,0.02379999379320227,-1.9595236649123424,3.033126835374334,2.4501032948941495,0.024501032948941494,-1.9595236649123424,3.001866755452939,2.344212740581677,0.02344212740581677,-1.9595236649123424,2.9811472395877283,2.2926047556444704,0.022926047556444704,-1.9595236649123424,2.9970627600718274,2.2936690198630947,0.022936690198630948,-1.9595236649123424,2.7789775415427855,2.386989706390289,0.02386989706390289,-1.9595236649123424,2.693426287622889,2.525823342289932,0.025258233422899318,-1.9595236649123424,3.08334390971317,1.8124784256222344,0.018124784256222343,-1.9595236649123424,2.878688090187114,2.4876302095029925,0.024876302095029924,-1.9595236649123424,2.8327018491513436,2.410969745909996,0.024109697459099962,-1.9595236649123424,2.9685752809814594,2.086139540740041,0.02086139540740041,-1.9595236649123424,2.5194555103060345,1.3611182152883086,0.013611182152883086
-1.9191215070351433,2.9784758417985433,2.466622691238523,0.02466622691238523,-1.9191215070351433,3.007072755083361,2.3931086429312907,0.023931086429312905,-1.9191215070351433,3.0041641545723157,2.4661468934532125,0.024661468934532124,-1.9191215070351433,2.945450052946587,2.4349982244861472,0.02434998224486147,-1.9191215070351433,2.9336200178149077,2.4460115118868444,0.024460115118868444,-1.9191215070351433,2.917643843708325,2.4060324275229017,0.024060324275229018,-1.9191215070351433,2.9327227815598356,2.4056433890523126,0.024056433890523126,-1.9191215070351433,2.9571136390163244,2.3980628345894113,0.023980628345894112,-1.9191215070351433,2.9334148223055516,2.430198941007969,0.024301989410079692,-1.9191215070351433,2.943071870875921,2.3938009798863495,0.023938009798863496,-1.9191215070351433,2.9091108216105837,2.3819776749293995,0.023819776749293996,-1.9191215070351433,3.026392932079514,2.4501032948941495,0.024501032948941494,-1.9191215070351433,2.9956076826359896,2.3442882255957542,0.02344288225595754,-1.9191215070351433,2.97555842925928,2.2927109501262906,0.022927109501262907,-1.9191215070351433,3.0158515858725514,2.2891073732632345,0.022891073732632345,-1.9191215070351433,2.893642398134037,2.4120015531860823,0.024120015531860824,-1.9191215070351433,2.9835085316509242,2.482695355284294,0.02482695355284294,-1.9191215070351433,3.078149064708478,1.8127124032293,0.018127124032293,-1.9191215070351433,2.901673992732365,2.4468986978955445,0.024468986978955446,-1.9191215070351433,2.982914228382148,2.4172654703548413,0.024172654703548412,-1.9191215070351433,3.0066606243679415,2.089386217844363,0.02089386217844363,-1.9191215070351433,2.515478936905503,1.3612348046975011,0.01361234804697501
-1.8787193491579441,3.0305675524590567,2.474107737815286,0.024741077378152856,-1.8787193491579441,3.0313511079056896,2.3934530235114306,0.023934530235114305,-1.8787193491579441,3.0381085610011143,2.469503213483409,0.02469503213483409,-1.8787193491579441,3.019885372935437,2.452094290340967,0.02452094290340967,-1.8787193491579441,2.9962859189004574,2.452009585356082,0.02452009585356082,-1.8787193491579441,3.062310142070026,2.402328744218192,0.02402328744218192,-1.8787193491579441,3.001562151027422,2.403736091607211,0.02403736091607211,-1.8787193491579441,2.962595302868277,2.4130980345394746,0.024130980345394747,-1.8787193491579441,3.019912258371059,2.445929752417079,0.024459297524170788,-1.8787193491579441,3.0028712159278657,2.4286250050051432,0.02428625005005143,-1.8787193491579441,3.084400971797865,2.439507225932114,0.02439507225932114,-1.8787193491579441,3.0196590287846936,2.4501032948941495,0.024501032948941494,-1.8787193491579441,2.9893468608364273,2.3443642516031957,0.023443642516031957,-1.8787193491579441,2.969953217252664,2.2928098253574456,0.022928098253574457,-1.8787193491579441,3.0340102233839006,2.2946401762660296,0.022946401762660294,-1.8787193491579441,3.0218932468322457,2.436323945410019,0.02436323945410019,-1.8787193491579441,3.0963604353907996,2.509776965514283,0.02509776965514283,-1.8787193491579441,3.0729499792351844,1.8129428923673672,0.018129428923673672,-1.8787193491579441,2.993091903198907,2.4753399098010713,0.024753399098010713,-1.8787193491579441,3.020904511401127,2.4801567530533486,0.024801567530533485,-1.8787193491579441,3.043463902788832,2.088113754341868,0.02088113754341868,-1.8787193491579441,2.511503844364496,1.3613461460675493,0.013613461460675493
-1.8383171912807448,3.085944471475527,2.474097507455885,0.024740975074558847,-1.8383171912807448,3.091355594582554,2.393765978413449,0.02393765978413449,-1.8383171912807448,3.100294263689215,2.4717831477313785,0.024717831477313785,-1.8383171912807448,3.056774267224788,2.442794619535527,0.02442794619535527,-1.8383171912807448,3.0277594029991555,2.452240526440499,0.024522405264404988,-1.8383171912807448,3.098587298114105,2.4051651704870145,0.024051651704870145,-1.8383171912807448,3.0496801232091597,2.4016497719209893,0.024016497719209894,-1.8383171912807448,3.111026473855003,2.39584568758249,0.0239584568758249,-1.8383171912807448,3.1125168831762857,2.456193901582723,0.02456193901582723,-1.8383171912807448,3.049851155544268,2.4190948939350245,0.024190948939350244,-1.8383171912807448,3.1042413229499832,2.4780264611562854,0.024780264611562856,-1.8383171912807448,3.0129251254898723,2.450103294894149,0.02450103294894149,-1.8383171912807448,2.98308442335176,2.3444407046121936,0.023444407046121937,-1.8383171912807448,2.9643286731576786,2.292900442788523,0.02292900442788523,-1.8383171912807448,3.059339625860296,2.2941034370804223,0.022941034370804223,-1.8383171912807448,3.0510666134939615,2.4512213755883083,0.024512213755883083,-1.8383171912807448,3.099723556012427,2.540838523454852,0.025408385234548518,-1.8383171912807448,3.0677471415311235,1.8131721418079232,0.01813172141807923,-1.8383171912807448,3.0754386151063144,2.422202458923329,0.024222024589233292,-1.8383171912807448,2.963751904776902,2.448223698593955,0.024482236985939553,-1.8383171912807448,3.060144437376903,2.086729976268903,0.020867299762689032,-1.8383171912807448,2.507530147100779,1.3614525419962833,0.013614525419962832
-1.7979150334035456,3.2007878603475937,2.4580553563216343,0.024580553563216343,-1.7979150334035456,3.205521702960361,2.3761252427172925,0.023761252427172926,-1.7979150334035456,3.2161972402772627,2.458651479394083,0.024586514793940827,-1.7979150334035456,3.14505562376057,2.4229719381030086,0.024229719381030086,-1.7979150334035456,3.2013788478246163,2.424739584501969,0.024247395845019688,-1.7979150334035456,3.2334277066369395,2.3884850982546038,0.023884850982546037,-1.7979150334035456,3.1730602790125144,2.3951849664957217,0.023951849664957215,-1.7979150334035456,3.164851480285384,2.3915580846154603,0.023915580846154604,-1.7979150334035456,3.2730481954104267,2.457733558472906,0.02457733558472906,-1.7979150334035456,3.1580933086289034,2.385634203367679,0.023856342033676793,-1.7979150334035456,3.2047708982472423,2.4320135770431643,0.024320135770431642,-1.7979150334035456,3.006191222195052,2.4501032948941495,0.024501032948941494,-1.7979150334035456,2.9768202261681718,2.344517593876196,0.02344517593876196,-1.7979150334035456,2.9586913723359465,2.292985256153533,0.02292985256153533,-1.7979150334035456,3.0723388169679637,2.287042121616553,0.02287042121616553,-1.7979150334035456,3.1200088492374025,2.422901230275067,0.02422901230275067,-1.7979150334035456,3.2082378001981646,2.5287495839004315,0.025287495839004314,-1.7979150334035456,3.0625414514712057,1.8133985036679428,0.01813398503667943,-1.7979150334035456,3.23679501621495,2.3960567437916835,0.023960567437916837,-1.7979150334035456,3.1302698341547504,2.394838454863311,0.02394838454863311,-1.7979150334035456,3.0789241439480275,2.0759553896880316,0.020759553896880317,-1.7979150334035456,2.5035579807529618,1.3615544098439212,0.013615544098439212
-1.7575128755263465,3.209846370534497,2.455723542730298,0.024557235427302978,-1.7575128755263465,3.205521702960361,2.3761252427172925,0.023761252427172926,-1.7575128755263465,3.2156462338929193,2.4586542747315225,0.024586542747315226,-1.7575128755263465,3.1799538208483775,2.4144377339844416,0.024144377339844415,-1.7575128755263465,3.228579704767446,2.420415020747266,0.024204150207472658,-1.7575128755263465,3.2334277066369395,2.3884850982546038,0.023884850982546037,-1.7575128755263465,3.1837605478171698,2.393209987367226,0.023932099873672258,-1.7575128755263465,3.197950266390716,2.3750553293778855,0.023750553293778856,-1.7575128755263465,3.2730481954104267,2.457733558472906,0.02457733558472906,-1.7575128755263465,3.1701540273878663,2.3878165954434323,0.023878165954434323,-1.7575128755263465,3.2047708982472423,2.4320135770431643,0.024320135770431642,-1.7575128755263465,2.9994573189002316,2.450103294894149,0.02450103294894149,-1.7575128755263465,2.9705547279984312,2.3445949874727643,0.02344594987472764,-1.7575128755263465,2.9530419807249184,2.2930611328286354,0.022930611328286353,-1.7575128755263465,3.08759310407296,2.279948215962477,0.022799482159624768,-1.7575128755263465,3.1227121246904708,2.414687536619933,0.024146875366199333,-1.7575128755263465,3.144555995679904,2.5004260274533463,0.025004260274533462,-1.7575128755263465,3.0573333467685226,1.813620355517443,0.01813620355517443,-1.7575128755263465,3.216078217821475,2.3939381473114323,0.02393938147311432,-1.7575128755263465,3.186699977456976,2.4062263019904657,0.024062263019904658,-1.7575128755263465,3.0915917505819888,2.060102141090088,0.02060102141090088,-1.7575128755263465,2.4995878861677916,1.3616503026722213,0.013616503026722213
-1.7171107176491474,3.21934682175887,2.4538705866612496,0.024538705866612495,-1.7171107176491474,3.205521702960361,2.3761252427172925,0.023761252427172926,-1.7171107176491474,3.2150951662617153,2.4586570914330346,0.024586570914330346,-1.7171107176491474,3.225147558584246,2.41132875041434,0.0241132875041434,-1.7171107176491474,3.230602191614468,2.4121680862855444,0.024121680862855443,-1.7171107176491474,3.243794171930206,2.3861723501834606,0.023861723501834606,-1.7171107176491474,3.208670332468344,2.3894196727732844,0.023894196727732842,-1.7171107176491474,3.2159797603463556,2.37519564443864,0.0237519564443864,-1.7171107176491474,3.2730481954104267,2.457733558472906,0.02457733558472906,-1.7171107176491474,3.199577028512716,2.370045574414942,0.02370045574414942,-1.7171107176491474,3.2426917531460755,2.4478401384804696,0.024478401384804695,-1.7171107176491474,2.9927234156054108,2.4501032948941495,0.024501032948941494,-1.7171107176491474,2.964287500160335,2.3446729192090188,0.023446729192090187,-1.7171107176491474,2.9473792973425894,2.293131796196837,0.022931317961968373,-1.7171107176491474,3.089412991440056,2.2806886089232057,0.022806886089232058,-1.7171107176491474,3.141723207228806,2.4066574235491403,0.0240665742354914,-1.7171107176491474,3.178268996691354,2.4610894341355767,0.024610894341355768,-1.7171107176491474,3.0521220347604263,1.8138380232556748,0.018138380232556747,-1.7171107176491474,3.2083149589483626,2.4483039136807405,0.024483039136807404,-1.7171107176491474,3.2229057706256636,2.4121487791778016,0.024121487791778015,-1.7171107176491474,3.09272466225221,2.055645350139593,0.02055645350139593,-1.7171107176491474,2.495620223932274,1.3617408513707776,0.013617408513707775
-1.6767085597719482,3.2248551376601196,2.451888558345742,0.02451888558345742,-1.6767085597719482,3.205521702960361,2.3761252427172925,0.023761252427172926,-1.6767085597719482,3.2145440694155822,2.4586599116864982,0.024586599116864984,-1.6767085597719482,3.23680730457182,2.4092112533225434,0.024092112533225435,-1.6767085597719482,3.2433016759452853,2.4082636689592984,0.024082636689592984,-1.6767085597719482,3.24825871389239,2.3813149233457116,0.023813149233457117,-1.6767085597719482,3.222814906056373,2.3838673789132936,0.023838673789132937,-1.6767085597719482,3.240300816917545,2.3647051635938157,0.023647051635938155,-1.6767085597719482,3.2730481954104267,2.457733558472906,0.02457733558472906,-1.6767085597719482,3.2052507358052815,2.3631139035935984,0.023631139035935986,-1.6767085597719482,3.2940116096057928,2.442460524796081,0.02442460524796081,-1.6767085597719482,2.9859895123105904,2.4501032948941495,0.024501032948941494,-1.6767085597719482,2.9580194472654604,2.344750922303023,0.02344750922303023,-1.6767085597719482,2.941700149242202,2.2931954451531054,0.022931954451531053,-1.6767085597719482,3.092020251981126,2.2768017932946494,0.022768017932946492,-1.6767085597719482,3.1619312310036616,2.397620084398536,0.02397620084398536,-1.6767085597719482,3.2104715811655624,2.46159990124326,0.0246159990124326,-1.6767085597719482,3.046906497233597,1.8140532548393458,0.018140532548393457,-1.6767085597719482,3.2793280028047955,2.4191466925703096,0.024191466925703096,-1.6767085597719482,3.231174998746557,2.4023447245157374,0.024023447245157373,-1.6767085597719482,3.0893677385670992,2.0504570899053216,0.020504570899053217,-1.6767085597719482,2.4916552852661966,1.3618258198054467,0.013618258198054466
-1.6363064018947489,3.2337785411075277,2.449728107996437,0.02449728107996437,-1.6363064018947489,3.205521702960361,2.3761252427172925,0.023761252427172926,-1.6363064018947489,3.213992935598354,2.458662730448389,0.02458662730448389,-1.6363064018947489,3.2744959683297847,2.40643960409681,0.024064396040968102,-1.6363064018947489,3.265980137951204,2.3983907678322662,0.02398390767832266,-1.6363064018947489,3.2530170972401593,2.3816166673338848,0.023816166673338846,-1.6363064018947489,3.236466325508673,2.3830038564262983,0.02383003856426298,-1.6363064018947489,3.254961957268356,2.3606943166274075,0.023606943166274076,-1.6363064018947489,3.2730481954104267,2.457733558472906,0.02457733558472906,-1.6363064018947489,3.230616807467682,2.347266336850115,0.02347266336850115,-1.6363064018947489,3.2946030878697528,2.4421493799017644,0.024421493799017643,-1.6363064018947489,2.97925560901577,2.4501032948941495,0.024501032948941494,-1.6363064018947489,2.9517503502724094,2.344828935269204,0.02344828935269204,-1.6363064018947489,2.936005307992957,2.2932474048804954,0.022932474048804954,-1.6363064018947489,3.0959666603607348,2.2708741183745556,0.022708741183745555,-1.6363064018947489,3.158380439610757,2.3913650947758507,0.023913650947758505,-1.6363064018947489,3.2249535070462616,2.482880393005169,0.024828803930051692,-1.6363064018947489,3.041686019442401,1.814267694542008,0.01814267694542008,-1.6363064018947489,3.226596342250402,2.392002997979511,0.023920029979795112,-1.6363064018947489,3.2238967764643487,2.4069790355942517,0.02406979035594252,-1.6363064018947489,3.0897292710958006,2.0470857436524077,0.020470857436524076,-1.6363064018947489,2.4876940839689774,1.36190573845313,0.0136190573845313
